,开奖日期,期号,中奖号码
1446,2016-05-31,2016145,9 4  1
1447,2016-05-30,2016144,6 2  5
1448,2016-05-29,2016143,5 0  3
1449,2016-05-28,2016142,4 3  5
1450,2016-05-27,2016141,6 8  8
1451,2016-05-26,2016140,7 8  7
1452,2016-05-25,2016139,2 5  0
1453,2016-05-24,2016138,5 6  0
1454,2016-05-23,2016137,3 9  3
1455,2016-05-22,2016136,6 1  9
1456,2016-05-21,2016135,7 3  2
1457,2016-05-20,2016134,1 0  7
1458,2016-05-19,2016133,6 9  1
1459,2016-05-18,2016132,4 5  3
1460,2016-05-17,2016131,7 5  3
1461,2016-05-16,2016130,8 6  2
1462,2016-05-15,2016129,6 4  1
1463,2016-05-14,2016128,1 2  3
1464,2016-05-13,2016127,9 5  7
1465,2016-05-12,2016126,1 3  4
1466,2016-05-11,2016125,5 9  4
1467,2016-05-10,2016124,9 1  4
1468,2016-05-09,2016123,7 0  8
1469,2016-05-08,2016122,7 6  2
1470,2016-05-07,2016121,8 4  3
1471,2016-05-06,2016120,9 3  6
1472,2016-05-05,2016119,3 0  8
1473,2016-05-04,2016118,7 0  3
1474,2016-05-03,2016117,3 2  6
1475,2016-05-02,2016116,4 2  5
1476,2016-05-01,2016115,6 3  1
1477,2016-04-30,2016114,9 8  1
1478,2016-04-29,2016113,6 7  9
1479,2016-04-28,2016112,3 4  0
1480,2016-04-27,2016111,3 3  6
1481,2016-04-26,2016110,6 5  0
1482,2016-04-25,2016109,1 0  0
1483,2016-04-24,2016108,4 8  0
1484,2016-04-23,2016107,2 3  8
1485,2016-04-22,2016106,0 4  3
1486,2016-04-21,2016105,6 9  9
1487,2016-04-20,2016104,9 0  0
1488,2016-04-19,2016103,1 2  6
1489,2016-04-18,2016102,2 8  2
1490,2016-04-17,2016101,0 6  1
1491,2016-04-16,2016100,5 5  1
1492,2016-04-15,2016099,2 1  7
1493,2016-04-14,2016098,4 1  4
1494,2016-04-13,2016097,5 3  2
1495,2016-04-12,2016096,3 4  8
1496,2016-04-11,2016095,7 0  4
1497,2016-04-10,2016094,8 2  4
1498,2016-04-09,2016093,6 2  2
1499,2016-04-08,2016092,8 7  5
1500,2016-04-07,2016091,4 0  5
1501,2016-04-06,2016090,9 5  4
1502,2016-04-05,2016089,1 1  1
1503,2016-04-04,2016088,4 7  3
1504,2016-04-03,2016087,0 9  9
1505,2016-04-02,2016086,2 4  9
1506,2016-04-01,2016085,9 6  7
1507,2016-03-31,2016084,2 8  2
1508,2016-03-30,2016083,2 8  9
1509,2016-03-29,2016082,6 4  0
1510,2016-03-28,2016081,6 3  5
1511,2016-03-27,2016080,2 6  1
1512,2016-03-26,2016079,0 7  5
1513,2016-03-25,2016078,9 0  8
1514,2016-03-24,2016077,7 1  7
1515,2016-03-23,2016076,6 4  4
1516,2016-03-22,2016075,8 4  5
1517,2016-03-21,2016074,7 7  7
1518,2016-03-20,2016073,8 1  5
1519,2016-03-19,2016072,0 2  0
1520,2016-03-18,2016071,6 5  0
1521,2016-03-17,2016070,8 9  6
1522,2016-03-16,2016069,6 4  3
1523,2016-03-15,2016068,0 7  5
1524,2016-03-14,2016067,0 0  1
1525,2016-03-13,2016066,1 8  1
1526,2016-03-12,2016065,4 5  0
1527,2016-03-11,2016064,0 6  2
1528,2016-03-10,2016063,3 5  6
1529,2016-03-09,2016062,8 0  3
1530,2016-03-08,2016061,7 5  4
1531,2016-03-07,2016060,0 3  9
1532,2016-03-06,2016059,7 4  1
1533,2016-03-05,2016058,1 2  6
1534,2016-03-04,2016057,5 4  3
1535,2016-03-03,2016056,9 4  1
1536,2016-03-02,2016055,5 5  3
1537,2016-03-01,2016054,3 2  8
1538,2016-02-29,2016053,9 4  9
1539,2016-02-28,2016052,6 4  1
1540,2016-02-27,2016051,5 2  8
1541,2016-02-26,2016050,7 3  1
1542,2016-02-25,2016049,7 3  9
1543,2016-02-24,2016048,8 5  1
1544,2016-02-23,2016047,6 0  6
1545,2016-02-22,2016046,3 8  3
1546,2016-02-21,2016045,6 9  2
1547,2016-02-20,2016044,0 1  0
1548,2016-02-19,2016043,5 5  7
1549,2016-02-18,2016042,7 0  1
1550,2016-02-17,2016041,5 1  9
1551,2016-02-16,2016040,1 4  3
1552,2016-02-15,2016039,2 4  8
1553,2016-02-14,2016038,9 6  0
1554,2016-02-06,2016037,4 6  8
1555,2016-02-05,2016036,9 6  8
1556,2016-02-04,2016035,9 8  1
1557,2016-02-03,2016034,6 0  6
1558,2016-02-02,2016033,3 8  7
1559,2016-02-01,2016032,7 7  8
1560,2016-01-31,2016031,5 9  2
1561,2016-01-30,2016030,2 9  3
1562,2016-01-29,2016029,0 2  6
1563,2016-01-28,2016028,4 1  6
1564,2016-01-27,2016027,2 8  0
1565,2016-01-26,2016026,3 2  4
1566,2016-01-25,2016025,1 1  0
1567,2016-01-24,2016024,6 2  4
1568,2016-01-23,2016023,7 2  9
1569,2016-01-22,2016022,9 1  6
1570,2016-01-21,2016021,6 9  9
1571,2016-01-20,2016020,5 2  1
1572,2016-01-19,2016019,2 7  8
1573,2016-01-18,2016018,5 6  3
1574,2016-01-17,2016017,5 3  1
1575,2016-01-16,2016016,4 4  7
1576,2016-01-15,2016015,3 4  9
1577,2016-01-14,2016014,9 3  8
1578,2016-01-13,2016013,3 2  4
1579,2016-01-12,2016012,1 8  0
1580,2016-01-11,2016011,8 1  5
1581,2016-01-10,2016010,8 0  2
1582,2016-01-09,2016009,3 5  3
1583,2016-01-08,2016008,5 8  3
1584,2016-01-07,2016007,9 5  2
1585,2016-01-06,2016006,7 0  9
1586,2016-01-05,2016005,5 8  1
1587,2016-01-04,2016004,6 7  1
1588,2016-01-03,2016003,1 5  9
1589,2016-01-02,2016002,2 7  3
1590,2016-01-01,2016001,8 7  9
1591,2015-12-31,2015358,2 6  1
1592,2015-12-30,2015357,2 5  8
1593,2015-12-29,2015356,4 7  5
1594,2015-12-28,2015355,3 4  4
1595,2015-12-27,2015354,3 5  6
1596,2015-12-26,2015353,3 9  1
1597,2015-12-25,2015352,4 3  8
1598,2015-12-24,2015351,9 9  3
1599,2015-12-23,2015350,4 6  1
1600,2015-12-22,2015349,6 8  0
1601,2015-12-21,2015348,9 9  7
1602,2015-12-20,2015347,2 3  2
1603,2015-12-19,2015346,2 2  9
1604,2015-12-18,2015345,6 1  2
1605,2015-12-17,2015344,1 3  4
1606,2015-12-16,2015343,6 5  5
1607,2015-12-15,2015342,6 4  2
1608,2015-12-14,2015341,0 7  0
1609,2015-12-13,2015340,0 7  9
1610,2015-12-12,2015339,0 1  4
1611,2015-12-11,2015338,2 5  4
1612,2015-12-10,2015337,6 2  4
1613,2015-12-09,2015336,3 6  9
1614,2015-12-08,2015335,9 9  6
1615,2015-12-07,2015334,2 6  1
1616,2015-12-06,2015333,9 8  0
1617,2015-12-05,2015332,4 3  4
1618,2015-12-04,2015331,0 7  0
1619,2015-12-03,2015330,3 6  9
1620,2015-12-02,2015329,4 5  1
1621,2015-12-01,2015328,3 7  3
1622,2015-11-30,2015327,8 1  9
1623,2015-11-29,2015326,8 1  8
1624,2015-11-28,2015325,6 0  7
1625,2015-11-27,2015324,6 9  8
1626,2015-11-26,2015323,7 6  4
1627,2015-11-25,2015322,9 3  9
1628,2015-11-24,2015321,2 8  6
1629,2015-11-23,2015320,7 8  5
1630,2015-11-22,2015319,8 6  0
1631,2015-11-21,2015318,1 1  1
1632,2015-11-20,2015317,6 2  8
1633,2015-11-19,2015316,8 6  9
1634,2015-11-18,2015315,4 0  3
1635,2015-11-17,2015314,0 1  0
1636,2015-11-16,2015313,0 0  8
1637,2015-11-15,2015312,3 1  8
1638,2015-11-14,2015311,6 5  6
1639,2015-11-13,2015310,5 1  6
1640,2015-11-12,2015309,8 9  9
1641,2015-11-11,2015308,8 4  9
1642,2015-11-10,2015307,4 7  3
1643,2015-11-09,2015306,3 9  2
1644,2015-11-08,2015305,6 0  2
1645,2015-11-07,2015304,7 5  1
1646,2015-11-06,2015303,4 7  5
1647,2015-11-05,2015302,1 2  0
1648,2015-11-04,2015301,2 7  1
1649,2015-11-03,2015300,2 5  6
1650,2015-11-02,2015299,6 5  7
1651,2015-11-01,2015298,2 3  6
1652,2015-10-31,2015297,8 8  8
1653,2015-10-30,2015296,3 6  1
1654,2015-10-29,2015295,2 3  2
1655,2015-10-28,2015294,6 2  8
1656,2015-10-27,2015293,9 2  0
1657,2015-10-26,2015292,1 0  0
1658,2015-10-25,2015291,8 9  6
1659,2015-10-24,2015290,7 9  5
1660,2015-10-23,2015289,6 9  6
1661,2015-10-22,2015288,9 9  9
1662,2015-10-21,2015287,9 7  7
1663,2015-10-20,2015286,0 2  0
1664,2015-10-19,2015285,5 0  8
1665,2015-10-18,2015284,5 7  7
1666,2015-10-17,2015283,9 1  5
1667,2015-10-16,2015282,8 6  4
1668,2015-10-15,2015281,1 4  4
1669,2015-10-14,2015280,9 8  1
1670,2015-10-13,2015279,6 1  2
1671,2015-10-12,2015278,8 4  5
1672,2015-10-11,2015277,7 0  6
1673,2015-10-10,2015276,0 1  1
1674,2015-10-09,2015275,4 4  6
1675,2015-10-08,2015274,7 5  5
1676,2015-10-07,2015273,7 9  0
1677,2015-10-06,2015272,8 2  8
1678,2015-10-05,2015271,1 9  1
1679,2015-10-04,2015270,7 0  5
1680,2015-10-03,2015269,7 7  7
1681,2015-10-02,2015268,3 3  4
1682,2015-10-01,2015267,7 8  7
1683,2015-09-30,2015266,7 5  2
1684,2015-09-29,2015265,0 1  9
1685,2015-09-28,2015264,9 1  4
1686,2015-09-27,2015263,0 8  2
1687,2015-09-26,2015262,9 6  3
1688,2015-09-25,2015261,3 2  0
1689,2015-09-24,2015260,1 1  8
1690,2015-09-23,2015259,0 6  4
1691,2015-09-22,2015258,5 5  5
1692,2015-09-21,2015257,8 8  9
1693,2015-09-20,2015256,7 2  2
1694,2015-09-19,2015255,8 3  5
1695,2015-09-18,2015254,1 7  8
1696,2015-09-17,2015253,5 1  4
1697,2015-09-16,2015252,9 6  7
1698,2015-09-15,2015251,6 6  8
1699,2015-09-14,2015250,8 7  3
1700,2015-09-13,2015249,3 1  9
1701,2015-09-12,2015248,9 9  5
1702,2015-09-11,2015247,4 9  8
1703,2015-09-10,2015246,3 1  3
1704,2015-09-09,2015245,8 3  1
1705,2015-09-08,2015244,8 8  7
1706,2015-09-07,2015243,8 9  9
1707,2015-09-06,2015242,7 6  4
1708,2015-09-05,2015241,9 5  7
1709,2015-09-04,2015240,4 6  2
1710,2015-09-03,2015239,8 9  9
1711,2015-09-02,2015238,2 6  7
1712,2015-09-01,2015237,1 0  7
1713,2015-08-31,2015236,2 6  4
1714,2015-08-30,2015235,1 0  7
1715,2015-08-29,2015234,4 5  4
1716,2015-08-28,2015233,4 3  2
1717,2015-08-27,2015232,8 1  1
1718,2015-08-26,2015231,6 8  3
1719,2015-08-25,2015230,9 5  2
1720,2015-08-24,2015229,6 7  1
1721,2015-08-23,2015228,2 9  0
1722,2015-08-22,2015227,1 8  7
1723,2015-08-21,2015226,1 4  5
1724,2015-08-20,2015225,2 3  4
1725,2015-08-19,2015224,8 1  0
1726,2015-08-18,2015223,8 0  1
1727,2015-08-17,2015222,5 5  0
1728,2015-08-16,2015221,0 6  5
1729,2015-08-15,2015220,8 8  4
1730,2015-08-14,2015219,5 6  6
1731,2015-08-13,2015218,1 9  9
1732,2015-08-12,2015217,3 6  5
1733,2015-08-11,2015216,0 5  3
1734,2015-08-10,2015215,2 1  6
1735,2015-08-09,2015214,2 4  1
1736,2015-08-08,2015213,2 0  5
1737,2015-08-07,2015212,8 9  6
1738,2015-08-06,2015211,7 0  1
1739,2015-08-05,2015210,5 0  8
1740,2015-08-04,2015209,5 4  7
1741,2015-08-03,2015208,2 5  3
1742,2015-08-02,2015207,6 3  5
1743,2015-08-01,2015206,0 9  0
1744,2015-07-31,2015205,3 1  3
1745,2015-07-30,2015204,6 4  4
1746,2015-07-29,2015203,9 8  8
1747,2015-07-28,2015202,9 2  5
1748,2015-07-27,2015201,9 0  5
1749,2015-07-26,2015200,5 5  3
1750,2015-07-25,2015199,1 3  1
1751,2015-07-24,2015198,5 7  7
1752,2015-07-23,2015197,5 8  0
1753,2015-07-22,2015196,8 1  3
1754,2015-07-21,2015195,7 8  1
1755,2015-07-20,2015194,6 5  1
1756,2015-07-19,2015193,4 1  6
1757,2015-07-18,2015192,7 7  4
1758,2015-07-17,2015191,7 1  3
1759,2015-07-16,2015190,4 0  8
1760,2015-07-15,2015189,2 2  4
1761,2015-07-14,2015188,6 6  3
1762,2015-07-13,2015187,8 7  8
1763,2015-07-12,2015186,5 1  9
1764,2015-07-11,2015185,8 7  0
1765,2015-07-10,2015184,1 1  9
1766,2015-07-09,2015183,7 3  1
1767,2015-07-08,2015182,4 1  7
1768,2015-07-07,2015181,2 8  1
1769,2015-07-06,2015180,7 0  2
1770,2015-07-05,2015179,3 8  1
1771,2015-07-04,2015178,1 4  1
1772,2015-07-03,2015177,6 0  5
1773,2015-07-02,2015176,7 7  3
1774,2015-07-01,2015175,7 4  3
1775,2015-06-30,2015174,5 0  3
1776,2015-06-29,2015173,4 9  8
1777,2015-06-28,2015172,8 6  4
1778,2015-06-27,2015171,6 7  2
1779,2015-06-26,2015170,3 1  3
1780,2015-06-25,2015169,5 1  1
1781,2015-06-24,2015168,3 0  6
1782,2015-06-23,2015167,6 0  1
1783,2015-06-22,2015166,1 8  9
1784,2015-06-21,2015165,5 6  7
1785,2015-06-20,2015164,1 3  3
1786,2015-06-19,2015163,0 3  0
1787,2015-06-18,2015162,0 3  9
1788,2015-06-17,2015161,8 2  3
1789,2015-06-16,2015160,2 9  7
1790,2015-06-15,2015159,8 4  7
1791,2015-06-14,2015158,0 3  7
1792,2015-06-13,2015157,2 2  2
1793,2015-06-12,2015156,8 2  7
1794,2015-06-11,2015155,1 8  8
1795,2015-06-10,2015154,4 1  1
1796,2015-06-09,2015153,4 5  1
1797,2015-06-08,2015152,6 6  0
1798,2015-06-07,2015151,4 3  0
1799,2015-06-06,2015150,2 7  5
1800,2015-06-05,2015149,0 2  2
1801,2015-06-04,2015148,7 5  0
1802,2015-06-03,2015147,3 3  1
1803,2015-06-02,2015146,4 6  1
1804,2015-06-01,2015145,1 9  7
1805,2015-05-31,2015144,9 8  0
1806,2015-05-30,2015143,8 8  0
1807,2015-05-29,2015142,3 6  0
1808,2015-05-28,2015141,8 1  2
1809,2015-05-27,2015140,7 5  5
1810,2015-05-26,2015139,3 3  9
1811,2015-05-25,2015138,1 8  2
1812,2015-05-24,2015137,2 3  9
1813,2015-05-23,2015136,3 7  8
1814,2015-05-22,2015135,2 3  1
1815,2015-05-21,2015134,6 6  1
1816,2015-05-20,2015133,0 0  1
1817,2015-05-19,2015132,6 8  5
1818,2015-05-18,2015131,4 7  1
1819,2015-05-17,2015130,2 1  8
1820,2015-05-16,2015129,0 5  5
1821,2015-05-15,2015128,3 1  3
1822,2015-05-14,2015127,0 9  7
1823,2015-05-13,2015126,9 7  1
1824,2015-05-12,2015125,2 5  9
1825,2015-05-11,2015124,5 9  9
1826,2015-05-10,2015123,2 4  0
1827,2015-05-09,2015122,2 7  4
1828,2015-05-08,2015121,2 2  7
1829,2015-05-07,2015120,7 8  4
1830,2015-05-06,2015119,0 7  9
1831,2015-05-05,2015118,6 0  7
1832,2015-05-04,2015117,7 1  6
1833,2015-05-03,2015116,7 7  1
1834,2015-05-02,2015115,5 9  8
1835,2015-05-01,2015114,8 4  4
1836,2015-04-30,2015113,4 0  5
1837,2015-04-29,2015112,4 5  1
1838,2015-04-28,2015111,8 7  1
1839,2015-04-27,2015110,9 8  8
1840,2015-04-26,2015109,4 7  4
1841,2015-04-25,2015108,7 5  8
1842,2015-04-24,2015107,4 1  5
1843,2015-04-23,2015106,2 4  1
1844,2015-04-22,2015105,1 3  9
1845,2015-04-21,2015104,6 7  4
1846,2015-04-20,2015103,7 7  6
1847,2015-04-19,2015102,9 3  6
1848,2015-04-18,2015101,4 3  8
1849,2015-04-17,2015100,8 8  7
1850,2015-04-16,2015099,3 2  6
1851,2015-04-15,2015098,3 0  9
1852,2015-04-14,2015097,2 6  8
1853,2015-04-13,2015096,7 9  6
1854,2015-04-12,2015095,7 4  6
1855,2015-04-11,2015094,5 6  5
1856,2015-04-10,2015093,3 6  7
1857,2015-04-09,2015092,6 3  4
1858,2015-04-08,2015091,3 4  9
1859,2015-04-07,2015090,8 9  9
1860,2015-04-06,2015089,8 3  6
1861,2015-04-05,2015088,9 5  5
1862,2015-04-04,2015087,3 1  4
1863,2015-04-03,2015086,4 7  2
1864,2015-04-02,2015085,9 4  7
1865,2015-04-01,2015084,7 1  8
1866,2015-03-31,2015083,1 7  8
1867,2015-03-30,2015082,0 6  9
1868,2015-03-29,2015081,2 2  4
1869,2015-03-28,2015080,8 1  0
1870,2015-03-27,2015079,6 2  2
1871,2015-03-26,2015078,4 9  1
1872,2015-03-25,2015077,3 0  1
1873,2015-03-24,2015076,2 8  8
1874,2015-03-23,2015075,4 9  0
1875,2015-03-22,2015074,8 4  0
1876,2015-03-21,2015073,6 8  0
1877,2015-03-20,2015072,5 6  1
1878,2015-03-19,2015071,8 0  7
1879,2015-03-18,2015070,1 9  6
1880,2015-03-17,2015069,1 5  8
1881,2015-03-16,2015068,7 5  7
1882,2015-03-15,2015067,4 4  2
1883,2015-03-14,2015066,6 8  8
1884,2015-03-13,2015065,7 9  9
1885,2015-03-12,2015064,3 6  8
1886,2015-03-11,2015063,5 4  7
1887,2015-03-10,2015062,8 2  7
1888,2015-03-09,2015061,2 8  5
1889,2015-03-08,2015060,6 4  0
1890,2015-03-07,2015059,8 8  9
1891,2015-03-06,2015058,5 6  9
1892,2015-03-05,2015057,8 5  6
1893,2015-03-04,2015056,7 8  3
1894,2015-03-03,2015055,4 6  4
1895,2015-03-02,2015054,3 9  5
1896,2015-03-01,2015053,6 2  2
1897,2015-02-28,2015052,1 9  7
1898,2015-02-27,2015051,1 6  3
1899,2015-02-26,2015050,6 8  3
1900,2015-02-25,2015049,0 4  3
1901,2015-02-17,2015048,4 7  2
1902,2015-02-16,2015047,7 9  9
1903,2015-02-15,2015046,6 3  6
1904,2015-02-14,2015045,6 5  6
1905,2015-02-13,2015044,8 6  1
1906,2015-02-12,2015043,2 2  4
1907,2015-02-11,2015042,5 2  1
1908,2015-02-10,2015041,7 9  4
1909,2015-02-09,2015040,0 7  6
1910,2015-02-08,2015039,0 9  4
1911,2015-02-07,2015038,0 4  3
1912,2015-02-06,2015037,8 3  3
1913,2015-02-05,2015036,2 7  5
1914,2015-02-04,2015035,7 4  4
1915,2015-02-03,2015034,1 7  8
1916,2015-02-02,2015033,1 5  0
1917,2015-02-01,2015032,7 1  1
1918,2015-01-31,2015031,1 1  7
1919,2015-01-30,2015030,2 7  8
1920,2015-01-29,2015029,3 6  7
1921,2015-01-28,2015028,2 8  3
1922,2015-01-27,2015027,4 5  2
1923,2015-01-26,2015026,0 6  8
1924,2015-01-25,2015025,2 1  8
1925,2015-01-24,2015024,8 7  5
1926,2015-01-23,2015023,3 2  5
1927,2015-01-22,2015022,9 8  2
1928,2015-01-21,2015021,7 0  0
1929,2015-01-20,2015020,7 3  1
1930,2015-01-19,2015019,9 0  9
1931,2015-01-18,2015018,9 0  2
1932,2015-01-17,2015017,0 2  7
1933,2015-01-16,2015016,6 5  6
1934,2015-01-15,2015015,2 0  7
1935,2015-01-14,2015014,4 0  2
1936,2015-01-13,2015013,7 6  4
1937,2015-01-12,2015012,0 4  7
1938,2015-01-11,2015011,6 6  0
1939,2015-01-10,2015010,5 9  9
1940,2015-01-09,2015009,7 3  0
1941,2015-01-08,2015008,9 1  9
1942,2015-01-07,2015007,0 5  5
1943,2015-01-06,2015006,0 5  3
1944,2015-01-05,2015005,0 3  1
1945,2015-01-04,2015004,9 3  7
1946,2015-01-03,2015003,0 2  9
1947,2015-01-02,2015002,0 4  7
1948,2015-01-01,2015001,2 4  5
1949,2014-12-31,2014357,6 1  0
1950,2014-12-30,2014356,3 7  1
1951,2014-12-29,2014355,7 7  3
1952,2014-12-28,2014354,7 1  3
1953,2014-12-27,2014353,5 1  5
1954,2014-12-26,2014352,7 2  7
1955,2014-12-25,2014351,5 0  5
1956,2014-12-24,2014350,2 2  3
1957,2014-12-23,2014349,7 7  1
1958,2014-12-22,2014348,5 2  2
1959,2014-12-21,2014347,9 9  8
1960,2014-12-20,2014346,3 5  1
1961,2014-12-19,2014345,6 9  5
1962,2014-12-18,2014344,2 0  9
1963,2014-12-17,2014343,6 1  4
1964,2014-12-16,2014342,7 9  7
1965,2014-12-15,2014341,7 7  3
1966,2014-12-14,2014340,3 7  0
1967,2014-12-13,2014339,6 4  9
1968,2014-12-12,2014338,9 1  7
1969,2014-12-11,2014337,6 6  8
1970,2014-12-10,2014336,5 1  3
1971,2014-12-09,2014335,4 0  7
1972,2014-12-08,2014334,1 4  2
1973,2014-12-07,2014333,4 3  7
1974,2014-12-06,2014332,3 3  0
1975,2014-12-05,2014331,2 8  7
1976,2014-12-04,2014330,6 1  4
1977,2014-12-03,2014329,7 8  5
1978,2014-12-02,2014328,3 6  2
1979,2014-12-01,2014327,0 8  8
1980,2014-11-30,2014326,9 7  8
1981,2014-11-29,2014325,2 8  8
1982,2014-11-28,2014324,9 3  5
1983,2014-11-27,2014323,9 4  5
1984,2014-11-26,2014322,6 6  7
1985,2014-11-25,2014321,9 7  4
1986,2014-11-24,2014320,1 8  2
1987,2014-11-23,2014319,7 7  4
1988,2014-11-22,2014318,3 8  2
1989,2014-11-21,2014317,0 4  1
1990,2014-11-20,2014316,6 7  8
1991,2014-11-19,2014315,3 1  2
1992,2014-11-18,2014314,7 1  3
1993,2014-11-17,2014313,1 9  2
1994,2014-11-16,2014312,3 0  8
1995,2014-11-15,2014311,2 9  6
1996,2014-11-14,2014310,9 6  3
1997,2014-11-13,2014309,4 6  1
1998,2014-11-12,2014308,4 2  9
1999,2014-11-11,2014307,6 4  2
2000,2014-11-10,2014306,3 9  1
2001,2014-11-09,2014305,4 7  4
2002,2014-11-08,2014304,0 4  1
2003,2014-11-07,2014303,9 4  9
2004,2014-11-06,2014302,6 0  5
2005,2014-11-05,2014301,2 1  3
2006,2014-11-04,2014300,6 0  5
2007,2014-11-03,2014299,5 5  7
2008,2014-11-02,2014298,0 1  1
2009,2014-11-01,2014297,1 6  1
2010,2014-10-31,2014296,9 2  4
2011,2014-10-30,2014295,8 2  9
2012,2014-10-29,2014294,8 1  7
2013,2014-10-28,2014293,0 8  1
2014,2014-10-27,2014292,8 0  2
2015,2014-10-26,2014291,0 7  3
2016,2014-10-25,2014290,0 7  6
2017,2014-10-24,2014289,4 7  5
2018,2014-10-23,2014288,1 0  0
2019,2014-10-22,2014287,7 3  8
2020,2014-10-21,2014286,6 6  7
2021,2014-10-20,2014285,1 3  9
2022,2014-10-19,2014284,6 7  0
2023,2014-10-18,2014283,1 5  0
2024,2014-10-17,2014282,6 8  4
2025,2014-10-16,2014281,3 3  9
2026,2014-10-15,2014280,5 2  4
2027,2014-10-14,2014279,0 6  6
2028,2014-10-13,2014278,2 0  9
2029,2014-10-12,2014277,6 6  9
2030,2014-10-11,2014276,4 6  0
2031,2014-10-10,2014275,8 9  7
2032,2014-10-09,2014274,3 6  1
2033,2014-10-08,2014273,3 7  0
2034,2014-10-07,2014272,4 7  8
2035,2014-10-06,2014271,3 9  2
2036,2014-10-05,2014270,2 7  5
2037,2014-10-04,2014269,9 4  2
2038,2014-10-03,2014268,6 2  1
2039,2014-10-02,2014267,1 6  2
2040,2014-10-01,2014266,5 8  2
2041,2014-09-30,2014265,5 0  2
2042,2014-09-29,2014264,3 9  5
2043,2014-09-28,2014263,3 0  4
2044,2014-09-27,2014262,9 4  1
2045,2014-09-26,2014261,9 8  8
2046,2014-09-25,2014260,5 7  8
2047,2014-09-24,2014259,5 5  1
2048,2014-09-23,2014258,7 1  8
2049,2014-09-22,2014257,1 9  4
2050,2014-09-21,2014256,7 6  7
2051,2014-09-20,2014255,3 9  5
2052,2014-09-19,2014254,0 3  1
2053,2014-09-18,2014253,2 9  8
2054,2014-09-17,2014252,9 0  2
2055,2014-09-16,2014251,4 2  4
2056,2014-09-15,2014250,1 8  0
2057,2014-09-14,2014249,2 8  1
2058,2014-09-13,2014248,7 0  8
2059,2014-09-12,2014247,7 1  4
2060,2014-09-11,2014246,6 2  7
2061,2014-09-10,2014245,6 0  8
2062,2014-09-09,2014244,1 2  2
2063,2014-09-08,2014243,8 7  6
2064,2014-09-07,2014242,1 2  4
2065,2014-09-06,2014241,1 4  3
2066,2014-09-05,2014240,4 1  1
2067,2014-09-04,2014239,5 5  2
2068,2014-09-03,2014238,4 2  5
2069,2014-09-02,2014237,2 6  0
2070,2014-09-01,2014236,4 3  0
2071,2014-08-31,2014235,3 3  0
2072,2014-08-30,2014234,5 8  0
2073,2014-08-29,2014233,2 8  3
2074,2014-08-28,2014232,1 1  9
2075,2014-08-27,2014231,8 0  3
2076,2014-08-26,2014230,6 8  8
2077,2014-08-25,2014229,6 8  1
2078,2014-08-24,2014228,8 5  5
2079,2014-08-23,2014227,7 0  3
2080,2014-08-22,2014226,6 7  5
2081,2014-08-21,2014225,9 0  2
2082,2014-08-20,2014224,6 8  9
2083,2014-08-19,2014223,4 4  4
2084,2014-08-18,2014222,6 7  2
2085,2014-08-17,2014221,3 8  4
2086,2014-08-16,2014220,6 2  8
2087,2014-08-15,2014219,8 5  9
2088,2014-08-14,2014218,2 3  8
2089,2014-08-13,2014217,3 5  4
2090,2014-08-12,2014216,9 3  8
2091,2014-08-11,2014215,1 7  5
2092,2014-08-10,2014214,7 7  0
2093,2014-08-09,2014213,4 4  7
2094,2014-08-08,2014212,5 5  3
2095,2014-08-07,2014211,6 9  7
2096,2014-08-06,2014210,5 8  5
2097,2014-08-05,2014209,1 9  4
2098,2014-08-04,2014208,2 4  1
2099,2014-08-03,2014207,2 5  8
2100,2014-08-02,2014206,6 5  7
2101,2014-08-01,2014205,2 7  2
2102,2014-07-31,2014204,2 8  4
2103,2014-07-30,2014203,6 4  8
2104,2014-07-29,2014202,6 2  7
2105,2014-07-28,2014201,3 6  3
2106,2014-07-27,2014200,5 8  3
2107,2014-07-26,2014199,6 4  8
2108,2014-07-25,2014198,9 8  0
2109,2014-07-24,2014197,8 3  2
2110,2014-07-23,2014196,8 8  3
2111,2014-07-22,2014195,8 9  5
2112,2014-07-21,2014194,6 2  6
2113,2014-07-20,2014193,5 3  1
2114,2014-07-19,2014192,2 0  8
2115,2014-07-18,2014191,4 1  1
2116,2014-07-17,2014190,5 9  7
2117,2014-07-16,2014189,8 5  8
2118,2014-07-15,2014188,9 6  5
2119,2014-07-14,2014187,8 7  6
2120,2014-07-13,2014186,2 8  4
2121,2014-07-12,2014185,6 3  6
2122,2014-07-11,2014184,3 9  7
2123,2014-07-10,2014183,9 8  7
2124,2014-07-09,2014182,8 0  4
2125,2014-07-08,2014181,8 0  6
2126,2014-07-07,2014180,1 9  9
2127,2014-07-06,2014179,1 3  0
2128,2014-07-05,2014178,0 7  7
2129,2014-07-04,2014177,2 6  0
2130,2014-07-03,2014176,6 8  5
2131,2014-07-02,2014175,3 4  7
2132,2014-07-01,2014174,6 5  9
2133,2014-06-30,2014173,3 5  9
2134,2014-06-29,2014172,8 4  3
2135,2014-06-28,2014171,6 3  1
2136,2014-06-27,2014170,6 3  0
2137,2014-06-26,2014169,2 7  9
2138,2014-06-25,2014168,4 8  1
2139,2014-06-24,2014167,9 8  6
2140,2014-06-23,2014166,3 1  6
2141,2014-06-22,2014165,4 6  6
2142,2014-06-21,2014164,3 4  1
2143,2014-06-20,2014163,6 6  8
2144,2014-06-19,2014162,5 8  7
